,User_Id,Post_Description,likes,comments,labels,eng_score,engagement_score
45,Photo by @michaelchristopherbrown ," A cat passes through a sebil in the Muslim Quarter of the Old City of Jerusalem. One of six Jerusalem fountains built by the Ottomans to provide the cityÂÃÂªs citizens with water for drinking and cleansing purposes, this sebil is located on Hagai/Al-Wad Street. Its intricate beauty has always captivated my attention. #jerusalem #sebil #waterfountain",519280,1119,"['stone carving', 'arch', 'medieval architecture', 'ancient history', 'wall', 'history', 'historic site', 'ruins', 'crypt', 'facade']",0.14128720076434487,High
46,Photo by @ciriljazbec ," Nomadic yak herder Tshering and his son Karma are leading a caravan from the village of Laya, the highest settlement in the country, to Paro, a valley town that is two days walking away. They use horses and mules to carry the bags with their equipment and goods for trading.  Follow link in @ciriljazbec profile to read the @natgeo story published earlier this year.",549058,990,"['forest', 'tree', 'wilderness', 'mountainous landforms', 'mist', 'hill station', 'mountain', 'woody plant', 'fog', 'rainforest']",0.14828145383704142,High
47,Photo by @randyolson , Piazza del Campo in SienaÂÃÃteaching Siena workshop #SIPAworkshop @thephotosociety @natgeoimagecollection,329614,1605,"['town square', 'plaza', 'public space', 'city', 'sky', 'town', 'urban area', 'tourism', 'tourist attraction', 'sand']",0.09481354146909782,High
48,Photo by @stephsinclairpix ," Portrait of @diandraforrest in the park with her son. Diandra has the rare genetic condition of albinism and has built a successful modeling career from her unique looks. However, many people with albinism are still severely discriminated against, and in some countries even attacked, because of their appearance. In the U.S., approximately one in 18,000 to 20,000 people have some type of albinism. In other parts of the world, the occurrence can be as high as one in 3,000. Most children with albinism are born to parents who have typical hair and eye color for their ethnic backgrounds. To see more of my work on this issue and others, please #followme at @stephsinclairpix . #thefutureisinclusive #albinism #light #motherandchild #NYC",159235,361,"['blue', 'photograph', 'nature', 'person', 'man', 'plant', 'grass', 'emotion', 'child', 'darkness']",0.04342756569575998,Low
49,Photo by @tbfrost ," It almost seems this little snake is saying, ÂÃÃHey there! HowÂÃÂªs it going?ÂÃÂ Of course, it actually meant something closer to, """"Please leave me alone.ÂÃÂ Many snakes are not aggressive as some people claim, but they are defensive. And, no, snakes donÂÃÂªt chase people. Not even cottonmouths. See video in my bio link @tbfrost's for proof. Anyway, I remain grateful this beautiful black-skinned parrot snake stopped long enough for a picture as I continue my two-year-long project on snakes. Want to see to see more snake portraits? Head over to @tbfrost",585754,3083,"['fauna', 'frog', 'organism', 'amphibian', 'macro photography', 'close up', 'eye', 'tree frog', 'fish', 'marine biology']",0.16981574168014305,High
50,Photo by @gerdludwig ," With handheld lamps at dusk, an aboriginal artist and two of her friends collect tiny seashells for traditional aboriginal necklaces on Cape Barren Island, off the northeast coast of Tasmania, Australia.No full-blooded Tasmanian Aborigines have survived mainly as a result of the brutal annihilation campaigns in the 19th century. Today, an estimated 20,000 people in Tasmania have Aboriginal lineage, many of them living on the Fourneaux Islands (Flinders and Cape Barren). @natgeocreative @thephotosociety #CapeBarren #Tasmania #Australia #aboriginal #seashells #dusk",215386,373,"['reflection', 'water', 'sky', 'horizon', 'sea', 'loch', 'shore', 'morning', 'atmosphere', 'calm']",0.05808017133455554,Low
51,Photo by Muhammed Muheisen @mmuheisen ," ""I wish to go back to school, we had to leave our home in Syria after it was destroyed in an airstrike, I still can remember the sound of the fighter jets in the sky, it was so scaryÂÃÂ. Manar, a 12-year-old Syrian refugee girl from Deir ez-Zor whom I portrayed last September in a camp northwest of the Greek capital. ManarÂÃÂªs portrait is part of my exhibition ""Light on the Move"", a selection of images showing the daily life and the challenges refugees face. The exhibition is currently displayed at Museum of Cycladic Art in Athens, Greece, organized by @iomgreece. For more photos and videos of the refugee crisis follow me @mmuheisen @everydayrefugees and @mmuheisenpublic #everydayrefugees #muhammedmuheisen",186080,740,"['red', 'beauty', 'girl', 'portrait', 'cheek', 'human', 'portrait photography', 'lip']",0.052573447963763474,Low
52,Photo by Aaron Huey @argonautphoto ," Sandy Johnson and his son Preston ride into the sunrise as they begin a long day of moving cattle for a branding just East of Dark Canyon inside what was briefly #BearsEarsNationalMonument, Utah. Spending several days with Sandy and his family helped me to better understand the perspective of local communities who fear monument status brings new restrictions on their way of life and added traffic from tourists. The family has been living inside of the one-time monument for decades, running cattle on hundreds of thousands of acres of public lands. This past summer through the drought they had to spend much of their time moving tens of thousands of gallons of water from a series of storage ponds, using an old pump truck, to move it to smaller water tanks deeper in. The ""Battle for the American West"" is our current cover story and looks at how the fight over public lands is taking shape in Utah, Nevada, Oregon, and beyond.  Follow @argonautphoto for more images from both sides of the battle.",348006,1248,"['ecosystem', 'grassland', 'sky', 'mountainous landforms', 'wilderness', 'steppe', 'ecoregion', 'mountain', 'horse like mammal', 'morning']",0.09754298307909866,High
53,Photo by Anastasia Taylor-Lind @anastasiatl ," Anna Kirichenko just moved into a new house in Toretsk, eastern Ukraine, together with her husband, Andrey, and 3-year-old daughter, Ksyusha. The family didnÂÃÂªt move by choice, but by necessity. About a month ago they were having a barbecue in the back yard of their old house when a shell exploded in the garden. It was the final sign that the neighbourhood was too unsafe to stay in any longer. So they moved, but not far, only a few kilometers away. The place where they live now is a bit better, but not significantly safer. ItÂÃÂªs always hard for an outsider to understand why people, especially young middle-class people, keep living in war zones. The simple exercise in this case is to imagine that you have to leave your home tomorrow, forever, with only one suitcase or what you can fit in the car, and to try to answer all the questions that would arise. Would your parents agree to go too, or will you have to leave them behind? What about grandparents? What are you going to do with your pets? It has been more than four years since the war in Ukraine began. The front line is static and life around it is pretty normalÂÃÃor so it seems. People in conflict zones get used to danger. Like everywhere else, they work, cook, have fun, fall in love, get married and raise children. Text by Alisa Sopova @sopova.alisa, a Ukrainian journalist from Donetsk. #5kfromthefrontline",175965,996,['girl'],0.05141450611458915,Low
54,Photo by @CarltonWard ," This male Florida panther is traversing a cypress swamp on a cattle ranch not far from Naples and Miami. My goal is to connect people with wildlife hidden in their own backyards and inspire protection of the Florida Wildlife Corridor needed for the endangered panther to recover into its historic territory in the Northern Everglades and beyond. I've been using camera traps to connect people with the #PathOfThePanther, and this week I get to bring @univmiami students there for a #NatGeoUnivMiami workshop on there as part of a two-day science and storytelling event, #NatGeoOnCampus, which gives college-age students the opportunity to tackle the local and global issues facing our planet in collaboration with National Geographic Explorers. Check the link in my bio for a list of inspiring speakers, and check out @insidenatgeo this Friday and Saturday for a behind-the-scenes look at the event, including my panel on the future of Florida. #FloridaWild #KeepFLWild",435199,903,"['wildlife', 'terrestrial animal', 'mammal', 'fauna', 'puma', 'cat like mammal', 'cougar', 'organism', 'big cats', 'whiskers']",0.1182105440692641,High
